Time (s),Compressor Speed (rpm),Condensor Air Mass Flow (kg/s),Evaporator Air Mass Flow (kg/s),Superheat (°C),Discharge Temperature (°C),Subcooling (°C),Condenser_Pressure (kPa),Evaporator_Pressure (kPa),Compressor_MassFlow (kg/s),EXV_MassFlow (kg/s),Compressor_Power (kW),Total Power (kW),Air Side Cooling Capacity (kW),Ref Side Cooling Capacity (kW)
8.1,3300,2.236,0.6909,6.627009308,51.35984104,1.955225382,2578.026257,1028.187223,0.058830965,0.056787074,2.572970633,2.854450033,9.411182672,9.334195996
8.15,3300,2.236,0.6909,6.634598211,51.36228295,1.960345109,2578.22467,1028.2588,0.05883523,0.056792599,2.573187557,2.854666957,9.409170606,9.334963254
8.2,3300,2.236,0.6909,6.641722326,51.36473651,1.9654299,2578.423689,1028.329428,0.058839438,0.056798136,2.573406345,2.854885745,9.407227174,9.335720232
8.25,3300,2.236,0.6909,6.648393621,51.36720249,1.970478459,2578.623228,1028.399185,0.058843595,0.056803682,2.573626793,2.855106193,9.405350358,9.336465593
8.3,3300,2.236,0.6909,6.654623243,51.36968113,1.975489675,2578.823217,1028.46813,0.058847703,0.056809234,2.573848737,2.855328137,9.403538196,9.337198557
8.35,3300,2.236,0.6909,6.660421795,51.3721723,1.980462564,2579.023593,1028.536304,0.058851765,0.056814789,2.574072046,2.855551446,9.401788772,9.337918629
8.4,3300,2.236,0.6909,6.665799469,51.3746757,1.985396235,2579.224307,1028.603739,0.058855783,0.056820346,2.57429661,2.85577601,9.400100225,9.338625531
8.45,3300,2.236,0.6909,6.670766141,51.3771909,1.990289875,2579.425312,1028.670462,0.058859759,0.056825902,2.574522338,2.856001738,9.398470741,9.339319134
8.5,3300,2.236,0.6909,6.675331438,51.37971289,1.99513751,2579.626224,1028.736484,0.058863693,0.056831446,2.574748626,2.856228026,9.396898548,9.339997722
8.55,3300,2.236,0.6909,6.67950478,51.38224669,1.999943315,2579.827336,1028.801807,0.058867586,0.056836986,2.574975961,2.856455361,9.395381924,9.340663288
8.6,3300,2.236,0.6909,6.683295532,51.38479769,2.00470878,2580.028853,1028.866448,0.058871438,0.056842526,2.575204957,2.856684357,9.393919194,9.34131777
8.65,3300,2.236,0.6909,6.686712952,51.3873877,2.009479012,2580.23427,1028.930622,0.058875262,0.056848163,2.575439611,2.856919011,9.39250883,9.341974368
8.7,3300,2.236,0.6909,6.68976612,51.38998176,2.014192919,2580.438961,1028.994264,0.058879054,0.056853766,2.575673964,2.857153364,9.39114921,9.342611734
8.75,3300,2.236,0.6909,6.692462553,51.39259034,2.018867945,2580.644097,1029.057392,0.058882816,0.056859369,2.575909474,2.857388874,9.389838824,9.343235838
8.8,3300,2.236,0.6909,6.69481006,51.39521054,2.023501376,2580.849503,1029.120004,0.058886547,0.056864967,2.576145909,2.857625309,9.388576165,9.34384671
8.85,3300,2.236,0.6909,6.696816636,51.39784146,2.028092212,2581.055119,1029.182075,0.058890246,0.056870559,2.57638321,2.85786261,9.387359776,9.34444456
8.9,3300,2.236,0.6909,6.698490243,51.40048163,2.032639322,2581.260879,1029.243625,0.058893914,0.056876142,2.576621254,2.858100654,9.386188242,9.345029474
8.95,3300,2.236,0.6909,6.699838829,51.40312993,2.037141134,2581.466691,1029.304641,0.05889755,0.056881714,2.576859929,2.858339329,9.385060175,9.345601507
9,3300,2.236,0.6909,6.700870326,51.40576618,2.041576634,2581.671164,1029.365093,0.058901153,0.056887236,2.577097054,2.858576454,9.383974219,9.346154182
9.05,3300,2.236,0.6909,6.701592607,51.40836668,2.045901934,2581.871375,1029.424742,0.058904707,0.056892627,2.577328747,2.858808147,9.382928957,9.346676184
9.1,3300,2.236,0.6909,6.702013955,51.41098237,2.050192254,2582.072365,1029.483645,0.058908218,0.056898031,2.57756253,2.85904193,9.381923145,9.347195128
9.15,3300,2.236,0.6909,6.702144405,51.41360332,2.054440257,2582.273653,1029.541865,0.058911687,0.056903432,2.57779749,2.85927689,9.380955543,9.347707412
9.2,3300,2.236,0.6909,6.701993315,51.41623202,2.058649093,2582.475457,1029.599484,0.058915121,0.056908836,2.578033824,2.859513224,9.380024978,9.34821278
9.25,3300,2.236,0.6909,6.701569196,51.41880824,2.062744206,2582.672792,1029.656404,0.058918513,0.056914103,2.578263972,2.859743372,9.379130213,9.348686677
9.3,3300,2.236,0.6909,6.700879877,51.42140815,2.066803818,2582.870885,1029.71258,0.058921861,0.05691938,2.57849639,2.85997579,9.378270094,9.349158422
9.35,3300,2.236,0.6909,6.699934437,51.42401125,2.070824713,2583.069517,1029.768147,0.058925173,0.056924662,2.578730186,2.860209586,9.377443543,9.349625716
9.4,3300,2.236,0.6909,6.698741844,51.42662322,2.074808161,2583.268765,1029.823181,0.058928453,0.056929948,2.578965443,2.860444843,9.376649504,9.35008702
9.45,3300,2.236,0.6909,6.697309746,51.4292437,2.078752599,2583.468517,1029.877747,0.058931705,0.056935234,2.579201916,2.860681316,9.375886951,9.35054108
9.5,3300,2.236,0.6909,6.695645226,51.43187294,2.082657086,2583.668699,1029.931877,0.058934931,0.056940519,2.579439469,2.860918869,9.375154882,9.350987144
9.55,3300,2.236,0.6909,6.693754923,51.43451099,2.086520891,2583.869255,1029.985596,0.058938132,0.056945799,2.579677989,2.861157389,9.374452324,9.351424919
9.6,3300,2.236,0.6909,6.691645265,51.43715254,2.090338597,2584.069815,1030.038938,0.058941317,0.056951064,2.579916944,2.861396344,9.373778379,9.351853173
9.65,3300,2.236,0.6909,6.689322937,51.43980171,2.09411545,2584.270724,1030.091975,0.058944486,0.056956323,2.580156769,2.861636169,9.373132199,9.352274546
9.7,3300,2.236,0.6909,6.686794874,51.44245356,2.097847394,2584.471708,1030.144648,0.058947633,0.056961569,2.580396916,2.861876316,9.372512819,9.352686088
9.75,3300,2.236,0.6909,6.684067011,51.44510095,2.101516432,2584.671563,1030.196889,0.058950755,0.056966768,2.580636081,2.862115481,9.371919327,9.353083069
9.8,3300,2.236,0.6909,6.681144903,51.44775905,2.105148912,2584.872047,1030.248738,0.058953852,0.05697197,2.580876515,2.862355915,9.371350886,9.353474293
9.85,3300,2.236,0.6909,6.67803466,51.45041457,2.108730707,2585.072216,1030.300206,0.058956928,0.056977148,2.581116799,2.862596199,9.370806658,9.353854908
9.9,3300,2.236,0.6909,6.674742024,51.45307701,2.112266542,2585.272385,1030.351275,0.058959979,0.056982311,2.581357529,2.862836929,9.370285825,9.354226899
9.95,3300,2.236,0.6909,6.671272607,51.45574088,2.115755104,2585.472463,1030.401967,0.058963008,0.056987456,2.581598584,2.863077984,9.369787606,9.35459035
10,3300,2.236,0.6909,6.6676321,51.45835042,2.119127173,2585.66782,1030.452105,0.058966004,0.056992455,2.581832913,2.863312313,9.369311158,9.354922985
10.05,3300,2.236,0.6909,6.66382595,51.46098145,2.122465244,2585.863964,1030.501668,0.058968965,0.056997463,2.582069362,2.863548762,9.368855739,9.355255877
10.1,3300,2.236,0.6909,6.659861207,51.46358818,2.125732565,2586.058432,1030.550694,0.058971894,0.057002411,2.582303734,2.863783134,9.368420603,9.355576067
10.15,3300,2.236,0.6909,6.655744782,51.46616743,2.128916692,2586.25038,1030.599123,0.058974788,0.057007276,2.582534952,2.864014352,9.368005006,9.355879488
10.2,3300,2.236,0.6909,6.65148298,51.46876054,2.132064182,2586.442906,1030.646975,0.058977647,0.057012144,2.582767885,2.864247285,9.367608259,9.356183324
10.25,3300,2.236,0.6909,6.647082904,51.4713585,2.135179691,2586.636304,1030.694403,0.058980481,0.057017024,2.583002503,2.864481903,9.367229733,9.35648699
10.3,3300,2.236,0.6909,6.642551036,53.19854209,2.137327497,2586.916768,1033.175437,0.056319661,0.056984553,2.551027909,2.832507309,9.365977267,9.356056305
10.35,3300,2.236,0.6909,6.640639915,53.48675401,2.111843836,2585.384544,1034.370809,0.05649712,0.056919847,2.548816053,2.830295453,9.36326115,9.327106717
10.4,3300,2.236,0.6909,6.629380832,53.61388676,2.091408356,2584.172545,1035.064301,0.056655665,0.056872525,2.54757213,2.82905153,9.360701259,9.300936774
10.45,3300,2.236,0.6909,6.608532101,53.70643596,2.075228807,2583.232511,1035.452589,0.056734558,0.056838093,2.546400587,2.827879987,9.358270466,9.286557063
10.5,3300,2.236,0.6909,6.583642479,53.77321056,2.061986535,2582.478778,1035.644462,0.0567765,0.056812308,2.545436703,2.826916103,9.355917821,9.277476664
10.55,3300,2.236,0.6909,6.556999419,53.82291261,2.05093712,2581.860967,1035.729793,0.056792885,0.056792257,2.544575671,2.826055071,9.353641111,9.272391138
10.6,3300,2.236,0.6909,6.530283947,53.86245902,2.041596972,2581.345188,1035.763111,0.056793999,0.056776082,2.543791755,2.825271155,9.351434319,9.269834861
10.65,3300,2.236,0.6909,6.504521447,53.89433711,2.033655094,2580.908568,1035.771523,0.056787712,0.056762697,2.543087172,2.824566572,9.349291244,9.268657598
10.7,3300,2.236,0.6909,6.480177204,53.92024369,2.026887315,2580.534068,1035.769203,0.056778261,0.05675139,2.542457561,2.823936961,9.347208471,9.268225206
10.75,3300,2.236,0.6909,6.457416079,53.94150105,2.021162927,2580.211266,1035.763585,0.056767842,0.056741753,2.541898122,2.823377522,9.34518393,9.268196042
10.8,3300,2.236,0.6909,6.436250166,53.95838046,2.016389142,2579.932957,1035.754395,0.056758873,0.056733583,2.541424011,2.822903411,9.343213412,9.268166431
10.85,3300,2.236,0.6909,6.416489692,53.97212705,2.012554785,2579.698056,1035.74466,0.056750224,0.05672681,2.541014807,2.822494207,9.341297648,9.268340658
10.9,3300,2.236,0.6909,6.398058827,53.98367043,2.009479623,2579.493795,1035.736426,0.056742049,0.056721034,2.540652029,2.822131429,9.339436198,9.268644379
10.95,3300,2.236,0.6909,6.380880972,53.99347567,2.007105005,2579.31662,1035.730435,0.056734556,0.056716139,2.540331384,2.821810784,9.337628348,9.269032507
11,3300,2.236,0.6909,6.364868261,54.00185383,2.005345447,2579.161565,1035.726975,0.056727832,0.05671197,2.540046337,2.821525737,9.335873458,9.269469521
11.05,3300,2.236,0.6909,6.349930018,54.00908416,2.004184057,2579.028536,1035.726141,0.056721884,0.056708516,2.539796606,2.821276006,9.334170963,9.269951523
11.1,3300,2.236,0.6909,6.335978245,54.01535293,2.003560142,2578.914754,1035.727825,0.056716693,0.056705691,2.539578127,2.821057527,9.332520274,9.270464613
11.15,3300,2.236,0.6909,6.322929101,54.02080067,2.003418267,2578.817956,1035.731903,0.056712232,0.056703422,2.539387586,2.820866986,9.33092078,9.270997988
11.2,3300,2.236,0.6909,6.310703161,54.02554193,2.003705999,2578.736187,1035.738139,0.056708449,0.056701645,2.539222033,2.820701433,9.329371832,9.271545052
11.25,3300,2.236,0.6909,6.299226829,54.02966851,2.00437316,2578.667703,1035.746324,0.056705292,0.056700303,2.539078758,2.820558158,9.327872723,9.2721004
11.3,3300,2.236,0.6909,6.288432389,54.03325566,2.005371889,2578.610934,1035.75623,0.056702704,0.056699343,2.538955318,2.820434718,9.326422673,9.272659497
11.35,3300,2.236,0.6909,6.278257871,54.0363659,2.006656745,2578.564458,1035.767618,0.056700631,0.056698717,2.538849496,2.820328896,9.325020859,9.273218474
11.4,3300,2.236,0.6909,6.268646813,54.03905281,2.008184848,2578.526981,1035.780287,0.056699022,0.056698379,2.538759222,2.820238622,9.323666405,9.273774009
11.45,3300,2.236,0.6909,6.25954804,54.04136316,2.009916025,2578.497329,1035.794036,0.056697824,0.05669829,2.538682619,2.820162019,9.322358367,9.274323226
11.5,3300,2.236,0.6909,6.250915357,54.04333765,2.011812897,2578.474433,1035.808673,0.056696991,0.056698411,2.53861798,2.82009738,9.321095756,9.274863509
11.55,3300,2.236,0.6909,6.242707151,54.04501301,2.013840961,2578.457328,1035.824022,0.056696478,0.056698709,2.538563741,2.820043141,9.31987754,9.275392706
11.6,3300,2.236,0.6909,6.234886123,54.04642249,2.015968619,2578.445146,1035.839919,0.056696241,0.056699152,2.538518488,2.819997888,9.318702645,9.275909023
11.65,3300,2.236,0.6909,6.227418967,54.04759746,2.01816717,2578.437106,1035.85621,0.05669624,0.056699713,2.538480932,2.819960332,9.317569963,9.276411216
11.7,3300,2.236,0.6909,6.220276186,54.04856476,2.020410753,2578.432515,1035.872773,0.056696442,0.056700366,2.538449943,2.819929343,9.316478348,9.276897565
11.75,3300,2.236,0.6909,6.2134314,54.04934872,2.022676339,2578.430761,1035.88949,0.056696816,0.056701089,2.538424504,2.819903904,9.315426643,9.277367056
11.8,3300,2.236,0.6909,6.206861236,54.04997288,2.024943605,2578.431311,1035.906253,0.05669733,0.056701864,2.538403716,2.819883116,9.314413667,9.277819033
11.85,3300,2.236,0.6909,6.200545109,54.05045855,2.027194795,2578.433699,1035.922966,0.056697958,0.056702673,2.538386792,2.819866192,9.313438228,9.278253001
11.9,3300,2.236,0.6909,6.194464911,54.05082527,2.029414582,2578.437527,1035.939548,0.056698675,0.056703502,2.538373048,2.819852448,9.312499131,9.278668674
11.95,3300,2.236,0.6909,6.188604754,54.05109086,2.031589921,2578.442453,1035.955928,0.05669946,0.056704338,2.538361891,2.819841291,9.311595175,9.279065936
12,3300,2.236,0.6909,6.182950723,54.0512715,2.033709881,2578.448192,1035.972046,0.056700295,0.056705171,2.538352815,2.819832215,9.310725167,9.279444826
12.05,3300,2.236,0.6909,6.177490648,54.05138178,2.035765477,2578.454503,1035.987852,0.056701163,0.056705993,2.538345391,2.819824791,9.309887921,9.279805517
12.1,3300,2.236,0.6909,6.172213892,54.05143484,2.0377495,2578.46119,1036.003307,0.056702049,0.056706795,2.538339258,2.819818658,9.309082263,9.280148294
12.15,3300,2.236,0.6909,6.167111158,54.05144237,2.039656347,2578.468091,1036.018376,0.056702943,0.056707574,2.538334115,2.819813515,9.308307036,9.28047354
12.2,3300,2.236,0.6909,6.162174315,54.05141476,2.041481856,2578.475079,1036.033037,0.056703832,0.056708324,2.538329713,2.819809113,9.307561104,9.280781711
12.25,3300,2.236,0.6909,6.157396238,54.0513611,2.043223146,2578.482052,1036.047271,0.05670471,0.056709043,2.538325851,2.819805251,9.306843351,9.281073317
12.3,3300,2.236,0.6909,6.152770658,54.05128933,2.044878464,2578.488932,1036.061066,0.056705569,0.056709727,2.538322365,2.819801765,9.306152687,9.281348924
12.35,3300,2.236,0.6909,6.148292038,54.05120629,2.046447044,2578.49566,1036.074413,0.056706402,0.056710376,2.538319125,2.819798525,9.305488049,9.281609133
12.4,3300,2.236,0.6909,6.14395546,54.05111785,2.047928971,2578.502192,1036.08731,0.056707207,0.056710988,2.538316029,2.819795429,9.304848404,9.281854568
12.45,3300,2.236,0.6909,6.139756526,54.05102893,2.049325057,2578.508498,1036.099757,0.056707979,0.056711563,2.538312999,2.819792399,9.304232746,9.282085869
12.5,3300,2.236,0.6909,6.135691268,54.05094365,2.050636729,2578.51456,1036.111758,0.056708716,0.056712101,2.538309977,2.819789377,9.303640105,9.282303684
12.55,3300,2.236,0.6909,6.131756071,54.05086536,2.051865924,2578.520364,1036.123319,0.056709416,0.056712603,2.538306918,2.819786318,9.303069538,9.282508662
12.6,3300,2.236,0.6909,6.127947611,54.05079675,2.053014998,2578.525907,1036.134447,0.056710078,0.05671307,2.538303793,2.819783193,9.302520138,9.282701447
12.65,3300,2.236,0.6909,6.124262797,54.0507399,2.054086637,2578.531187,1036.145152,0.056710701,0.056713503,2.53830058,2.81977998,9.30199103,9.282882674
12.7,3300,2.236,0.6909,6.120698723,54.05069638,2.055083788,2578.536208,1036.155444,0.056711287,0.056713902,2.538297268,2.819776668,9.30148137,9.283052966
12.75,3300,2.236,0.6909,6.117252631,54.05066728,2.05600959,2578.540977,1036.165336,0.056711834,0.05671427,2.53829385,2.81977325,9.300990349,9.283212929
12.8,3300,2.236,0.6909,6.113921873,54.05065333,2.056867316,2578.5455,1036.17484,0.056712344,0.056714607,2.538290325,2.819769725,9.300517188,9.283363153
12.85,3300,2.236,0.6909,6.110703888,54.05065489,2.057660323,2578.549787,1036.183968,0.056712818,0.056714916,2.538286695,2.819766095,9.300061142,9.283504204
12.9,3300,2.236,0.6909,6.107596181,54.05067204,2.058392009,2578.553847,1036.192734,0.056713257,0.056715197,2.538282964,2.819762364,9.299621496,9.283636631
12.95,3300,2.236,0.6909,6.104596301,54.05070461,2.059065776,2578.557691,1036.201151,0.056713662,0.056715453,2.538279141,2.819758541,9.299197566,9.283760956
13,3300,2.236,0.6909,6.101701829,54.05075224,2.059684996,2578.561327,1036.209231,0.056714035,0.056715685,2.538275231,2.819754631,9.298788697,9.283877682
13.05,3300,2.236,0.6909,6.098910369,54.05081442,2.060252989,2578.564766,1036.216988,0.056714377,0.056715894,2.538271243,2.819750643,9.298394265,9.283987286
13.1,3300,2.236,0.6909,6.096219541,54.05089048,2.060772998,2578.568018,1036.224434,0.05671469,0.056716082,2.538267187,2.819746587,9.29801367,9.284090223
13.15,3300,2.236,0.6909,6.093626971,54.05097968,2.061248174,2578.571091,1036.231582,0.056714975,0.056716251,2.538263071,2.819742471,9.297646343,9.284186922
13.2,3300,2.236,0.6909,6.091130293,54.05108119,2.061681559,2578.573993,1036.238445,0.056715234,0.056716401,2.538258905,2.819738305,9.29729174,9.284277792
13.25,3300,2.236,0.6909,6.088727143,54.05119414,2.062076079,2578.576735,1036.245033,0.056715469,0.056716535,2.538254698,2.819734098,9.296949341,9.284363218
13.3,3300,2.236,0.6909,6.08641516,54.05131761,2.062434533,2578.579322,1036.251358,0.05671568,0.056716652,2.538250457,2.819729857,9.29661865,9.284443561
13.35,3300,2.236,0.6909,6.084191988,54.05145069,2.062759592,2578.581763,1036.257433,0.056715871,0.056716756,2.538246191,2.819725591,9.296299197,9.284519164
13.4,3300,2.236,0.6909,6.082055275,54.05159245,2.063053791,2578.584064,1036.263266,0.056716041,0.056716846,2.538241909,2.819721309,9.295990529,9.284590347
13.45,3300,2.236,0.6909,6.080002674,54.05174197,2.06331953,2578.586233,1036.268869,0.056716193,0.056716924,2.538237617,2.819717017,9.29569222,9.284657409
13.5,3300,2.236,0.6909,6.078031847,54.05189835,2.063559073,2578.588276,1036.274252,0.056716327,0.05671699,2.538233322,2.819712722,9.295403858,9.284720632
13.55,3300,2.236,0.6909,6.07614047,54.05206073,2.063774553,2578.590199,1036.279423,0.056716446,0.056717047,2.538229033,2.819708433,9.295125055,9.284780279
13.6,3300,2.236,0.6909,6.074326229,54.05222826,2.063967967,2578.592008,1036.284393,0.05671655,0.056717094,2.538224754,2.819704154,9.29485544,9.284836594
13.65,3300,2.236,0.6909,6.072586831,54.05240015,2.064141189,2578.593709,1036.28917,0.056716641,0.056717133,2.538220491,2.819699891,9.294594657,9.284889808
13.7,3300,2.236,0.6909,6.070919999,54.05257563,2.064295963,2578.595307,1036.293762,0.056716719,0.056717164,2.538216252,2.819695652,9.294342369,9.284940132
13.75,3300,2.236,0.6909,6.069323482,54.05275398,2.064433918,2578.596808,1036.298177,0.056716786,0.056717187,2.53821204,2.81969144,9.294098254,9.284987764
13.8,3300,2.236,0.6909,6.067795052,54.05293452,2.064556566,2578.598216,1036.302424,0.056716843,0.056717205,2.538207861,2.819687261,9.293862005,9.28503289
13.85,3300,2.236,0.6909,6.066332512,54.05311663,2.064665308,2578.599536,1036.306509,0.056716891,0.056717217,2.538203719,2.819683119,9.293633329,9.285075679
13.9,3300,2.236,0.6909,6.064933694,54.05329972,2.064761441,2578.600774,1036.310439,0.056716929,0.056717224,2.538199618,2.819679018,9.293411946,9.28511629
13.95,3300,2.236,0.6909,6.063596463,54.05348325,2.064846164,2578.601933,1036.314222,0.056716961,0.056717226,2.538195564,2.819674964,9.293197588,9.28515487
14,3300,2.236,0.6909,6.06231872,54.05366672,2.064920582,2578.603018,1036.317863,0.056716985,0.056717225,2.538191558,2.819670958,9.292990001,9.285191556
14.05,3300,2.236,0.6909,6.061098405,54.05384967,2.064985709,2578.604034,1036.321369,0.056717003,0.056717219,2.538187605,2.819667005,9.292788941,9.285226473
14.1,3300,2.236,0.6909,6.059933495,54.05403169,2.065042479,2578.604984,1036.324746,0.056717015,0.056717211,2.538183708,2.819663108,9.292594174,9.285259737
14.15,3300,2.236,0.6909,6.05882201,54.05421241,2.065091748,2578.605873,1036.327999,0.056717022,0.0567172,2.538179869,2.819659269,9.292405478,9.285291458
14.2,3300,2.236,0.6909,6.057762009,54.05439149,2.065134296,2578.606703,1036.331133,0.056717025,0.056717186,2.538176091,2.819655491,9.29222264,9.285321733
14.25,3300,2.236,0.6909,6.056751599,54.05456863,2.065170839,2578.60748,1036.334154,0.056717024,0.05671717,2.538172376,2.819651776,9.292045456,9.285350656
14.3,3300,2.236,0.6909,6.055788928,54.05474356,2.065202028,2578.608205,1036.337066,0.056717019,0.056717153,2.538168727,2.819648127,9.29187373,9.285378311
14.35,3300,2.236,0.6909,6.054872191,54.05491604,2.065228456,2578.608883,1036.339874,0.056717012,0.056717134,2.538165144,2.819644544,9.291707274,9.285404778
14.4,3300,2.236,0.6909,6.053999628,54.05508587,2.065250661,2578.609517,1036.342583,0.056717001,0.056717113,2.538161629,2.819641029,9.291545911,9.285430128
14.45,3300,2.236,0.6909,6.053169527,54.05525287,2.065269131,2578.610109,1036.345196,0.056716989,0.056717092,2.538158184,2.819637584,9.291389467,9.285454428
14.5,3300,2.236,0.6909,6.052380221,54.05541688,2.065284307,2578.610663,1036.347717,0.056716974,0.05671707,2.53815481,2.81963421,9.291237777,9.285477742
14.55,3300,2.236,0.6909,6.051630091,54.05557778,2.06529659,2578.61118,1036.350151,0.056716958,0.056717047,2.538151506,2.819630906,9.291090684,9.285500125
14.6,3300,2.236,0.6909,6.050917565,54.05573546,2.065306338,2578.611665,1036.352501,0.05671694,0.056717023,2.538148275,2.819627675,9.290948034,9.285521631
